"word","new_label"
"Mississippi","USA"
"Mit","USA"
"Mitsubishi","Japan"
"Mitsubishi","Japan"
"Mitsubishi","Japan"
"Mitterlehner","Austria"
"Mizuho","Japan"
"MoD","UK"
"Mobilcom","Germany"
"Mobilkom","Austria"
"Modem","France"
"Modena","Italy"
"Moers","Germany"
"Molise","Italy"
"Molterer","Austria"
"Monaco","Monaco"
"Monaco","Monaco"
"Monaco","Monaco"
"Moncloa","Spain"
"Moncloa-Aravaca","Spain"
"Mondadori","Italy"
"Mondadori France","France"
"Monoprix","France"
"Monsanto","USA"
"Monsanto","USA"
"Monte dei Paschi","Italy"
"Montecitorio","Italy"
"Montenegro","Montenegro"
"Montezemolo","Italy"
"Monti","Italy"
"Monti","Italy"
"Montoro","Spain"
"Montpellier","France"
"Montréal","Canada"
"Monza","Italy"
"Moody","USA"
"Moody s","USA"
"Moody'","USA"
"Moody's","USA"
"Moody's","USA"
"Moody's","USA"
"Moody’s","USA"
"Moratalaz","Spain"
"Moratti","Italy"
"Morgan Stanley","USA"
"Morgan Stanley","USA"
"Morgan Stanley","USA"
"Morgan Stanley","USA"
"Morgan Stanley","USA"
"Morgan Stanley","USA"
"Morningstar","USA"
"Morningstar France","France"
"Morocco","Morocco"
"Morrison","UK"
"Mosca","Russia"
"Moscou","Russia"
"Moscow","Russia"
"Moscú","Russia"
"Moselle","France"
"Moskau","Russia"
"Moskau","Russia"
"Moskauer","Russia"
"Moskauer","Russia"
"Moskaus","Russia"
"Motorola","USA"
"Motorola","USA"
"Motorola","USA"
"Motorola","USA"
"Motorola","USA"
"Mouvement des entreprises de France","France"
"Mouvement pour la France","France"
"Movimento 5 Stelle","Italy"
"Movistar","Spain"
"Moyen-Orient","Western Asia"
"Mozart","Austria"
"Mozart","Austria"
"Mps","Italy"
"Mr Abe","Japan"
"Mr Blair","UK"
"Mr Brown","UK"
"Mr Draghi","Italy"
"Mr Hollande","France"
"Mr Li","China"
"Mr Modi","India"
"Mr Osborne","UK"
"Mrs Clinton","USA"
"Mrs May","UK"
"Ms Merkel","Germany"
"Muenchen","Germany"
"Muenchener Rueck","Germany"
"Muenster","Germany"
"Muentefering","Germany"
"Mugabe","Zimbabwe"
"Mulhouse","France"
"Mumbai","India"
"Munich","Germany"
"Munich","Germany"
"Munich","Germany"
"Munich","Germany"
"Munich Re","Germany"
"Murcia","Spain"
"Murcia","Spain"
"Murcia","Spain"
"Murdoch","USA"
"Murdoch","USA"
"Murdoch","USA"
"Musk","USA"
"Musk","USA"
"Musk","USA"
"Mutua Madrileña","Spain"
"Myanmar","Myanmar"
"Málaga","Spain"
"MásMóvil","Spain"
"Médiamétrie","France"
"Météo France","France"
"Météo-France","France"
"México","Mexico"
"Móstoles","Spain"
"Mödling","Austria"
"Mönchengladbach","Germany"
"Múnich","Germany"
"München","Germany"
"Münchener Rück","Germany"
"Münster","Germany"
"NH","Spain"
"NH Hoteles","Spain"
"NHS","UK"
"NRJ","France"
"NRW","Germany"
"NSA","USA"
"NYSE","USA"
"Naciones Unidas","World"
"Nadal","Spain"
"Nadia Calviño","Spain"
"Nahles","Germany"
"Nancy","France"
"Nanterre","France"
"Nantes","France"
"Nantes","France"
"Nantes","France"
"Nantes","France"
"Nantes","France"
"Napoli","Italy"
"Napolitano","Italy"
"Nasa","USA"
"Nasa","USA"
"Nasa","USA"
"Nasdaq","USA"
"Nasdaq","USA"
"Nasdaq","USA"
"Nasdaq","USA"
"Nasdaq","USA"
"Nasdaq","USA"
"Nasdaq Composite","USA"
"NatWest","UK"
"Nationalbank","Austria"
"Nationalrat","Austria"
"Nations unies","World"
"Natixis","France"
"Nato","World"
"Nato","World"
"Nato","World"
"Naturgy","Spain"
"Navantia","Spain"
"Navarra","Spain"
"Nazi","Germany"
"Nazioni Unite","World"
"Nazis","Germany"
"Ncd","Italy"
"Neapel","Italy"
"Neapel","Italy"
"Nestlé","Switzerland"
"Nestlé","Switzerland"
"Nestlé","Switzerland"
"Nestlé","Switzerland"
"Netanyahu","Israel"
"Netflix","USA"
"Netflix","USA"
"Netherlands","Netherlands"
"Network Rail","UK"
"Neukölln","Germany"
"Neumann","Germany"
"Neuseeland","New Zealand"
"Neuss","Germany"
"Neuss","Germany"
"Nevada","USA"
"New Delhi","India"
"New Delhi","India"
"New Hampshire","USA"
"New Jersey","USA"
"New Orleans","USA"
"New York","USA"
"New York","USA"
"New York","USA"
"New York","USA"
"New York","USA"
"New York City","USA"
"New York Times","USA"
"New York Times","USA"
"New York Times","USA"
"New Yorker","USA"
"New Yorker","USA"
"New Yorker Boerse","USA"
"New Zealand","New Zealand"
"Newcastle","UK"
"News Corp","USA"
"News Corp","USA"
"Nexans","France"
"Nexity","France"
"Next","UK"
"Nice","USA"
"Nicolas Hulot","France"
"Nicolas Sarkozy","France"
"Nicolas Sarkozy","France"
"Nicolas Sarkozy","France"
"Nicolas Sarkozy","France"
"Nicolas Sarkozy","France"
"Nicolas Sarkozy","France"
"Niederlande","Netherlands"
"Niederlande","Netherlands"
"Niederlanden","Netherlands"
"Niederlanden","Netherlands"
"Niederländer","Netherlands"
"Niedersachsen","Germany"
"Niedersachsens","Germany"
"Niederösterreich","Austria"
"Niederösterreicher","Austria"
"Niederösterreichs","Austria"
"Nigeria","Nigeria"
"Nigeria","Nigeria"
"Nigeria","Nigeria"
"Nigeria","Nigeria"
"Nigeria","Nigeria"
"Nigeria","Nigeria"
"Nigerian","Nigeria"
"Nike","USA"
"Nike","USA"
"Nike","USA"
"Nike","USA"
"Nike","USA"
"Niki Lauda","Austria"
"Nikkei","Japan"
"Nikkei","Japan"
"Nintendo","Japan"
"Nintendo","Japan"
"Nissan","Japan"
"Nissan","Japan"
"Nissan","Japan"
"Nissan","Japan"
"Nissan","Japan"
"Nissan","Japan"
"Nixon","USA"
"Niza","France"
"Nizza","France"
"Nizza","France"
"Nizza","France"
"Nokia","Finland"
"Nokia","Finland"
"Nokia","Finland"
"Nokia","Finland"
"Nokia","Finland"
"Nokia","Finland"
"Nomura","Japan"
"Nomura","Japan"
"Nomura","Japan"
"Norbert Roettgen","Germany"
"Nord America","USA"
"Nord Europa","Northern Europe"
"Nord Italia","Italy"
"NordLB","Germany"
"Nordamerika","USA"
"Nordamerika","USA"
"Nordkorea","North Korea"
"Nordrhein-Westfalen","Germany"
"Nordsee","Northern Europe"
"Nordsee","Northern Europe"
"Norimberga","Germany"
"Normandie","France"
"Norteamérica","USA"
"North America","USA"
"North American","USA"
"North Carolina","USA"
"North Korea","North Korea"
"North Korean","North Korea"
"North Sea","Northern Europe"
"Northern Ireland","UK"
"Northern Rock","UK"
"Noruega","Norway"
"Norvegia","Norway"
"Norvège","Norway"
"Norway","Norway"
"Norwegen","Norway"
"Norwegen","Norway"
"Norwegian","Norway"
"Nou Barris","Spain"
"Nouvelle-Calédonie","France"
"Nouvelle-Zélande","New Zealand"
"Novagalicia","Spain"
"Novara","Italy"
"Novartis","Switzerland"
"Novartis","Switzerland"
"Novartis","Switzerland"
"Novartis","Switzerland"
"Novartis","Switzerland"
"Novomatic","Austria"
"Nowotny","Austria"
"Nuernberg","Germany"
"Nuernberger","Germany"
"Nueva York","USA"
"Nueva Zelanda","New Zealand"
"Numericable","France"
"Numis","UK"
"Nuova Zelanda","New Zealand"
"Nvidia","USA"
"Nymex","USA"
"Nyse","USA"
"Nyse","USA"
"Nyse Euronext","Europe"
"NÖ","Austria"
"Nápoles","Italy"
"Núremberg","Germany"
"Nürnberg","Germany"
"O2","Spain"
"O2","Spain"
"OBR","UK"
"OCDE","World"
"OCDE","World"
"OECD","World"
"OECD","World"
"OECD","World"
"OFT","UK"
"OGH","Austria"
"OHL","Spain"
"OMC","World"
"OMC","World"
"OMS","World"
"OMS","World"
"OMV","Austria"
"OMV","Austria"
"ONS","UK"
"ONU","World"
"ONU","World"
"ORF","Austria"
"OTAN","World"
"Obama","USA"
"Obama","USA"
"Obama","USA"
"Obama","USA"
"Obama","USA"
"Obama","USA"
"Obamas","USA"
"Oberbank","Austria"
"Oberhausen","Germany"
"Obermann","Germany"
"Oberösterreich","Austria"
"Oberösterreicher","Austria"
"Oberösterreichs","Austria"
"Ocado","UK"
"Ocse","Europe"
"OeNB","Austria"
"Oesterreich","Austria"
"Oesterreicher","Austria"
"Oesterreichs","Austria"
"Oettinger","Germany"
"Ofcom","UK"
"Offenbach","Germany"
"Offenbach","Germany"
"Ohio","USA"
"Ohio","USA"
"Olaf Scholz","Germany"
"Olanda","Netherlands"
"Oldenburg","Germany"
"Oleg Deripaska","Russia"
"Olivetti","Italy"
"Olympia","World"
"Omicron","World"
"Oms","World"
"Onu","World"
"Opec","World"
"Opec","World"
"Opec","World"
"Opec","World"
"Opel","Germany"
"Opel","Germany"
"Opel","Germany"
"Opel","Germany"
"Opel","Germany"
"Opel","Germany"
"Opep","World"
"Oppenheim","Germany"
"Oppenheim","Germany"
"Oracle","USA"
"Oracle","USA"
"Oracle","USA"
"Orange France","France"
"Organisation mondiale du commerce","World"
"Organización Mundial del Comercio","World"
"Orly","France"
"Orléans","France"
"Ortner","Austria"
"Osborne","UK"
"Osnabrueck","Germany"
"Osnabrück","Germany"
"Osram","Germany"
"Ostdeutschland","Germany"
"Osterloh","Germany"
"Osteuropas","Eastern Europe"
"Ostsee","Northern Europe"
"Ostösterreich","Austria"
"Otan","World"
"Ottakringer","Austria"
"Otto","Germany"
"Ouest-France","France"
"Ourense","Spain"
"Oviedo","Spain"
"Oxfam France","France"
"Oxford","UK"
"OÖ","Austria"
"Oö","Austria"
"P G","UK"
"PCF","France"
"PDS","Germany"
"PFI","UK"
"PKV","Germany"
"PNV","Spain"
"PP","Spain"
"PPP","Pakistan"
"PPR","France"
"PRISA","Spain"
"PS","France"
"PSA","France"
"PSA","France"
"PSA","France"
"PSC","Spain"
"PSG","France"
"PSOE","Spain"
"Pablo Iglesias","Spain"
"Pac","EU"
"Paca","France"
"Pacific","World"
"Pacto de Estabilidad","EU"
"Pacto de Toledo","Spain"
"Paderborn","Germany"
"Padoa-Schioppa","Italy"
"Padoan","Italy"
"Padova","Italy"
"Paesi Bassi","Netherlands"
"Paesi Ue","Europe"
"Paesi europei","Europe"
"Pakistan","Pakistan"
"Pakistan","Pakistan"
"Pakistan","Pakistan"
"Pakistan","Pakistan"
"Pakistan","Pakistan"
"Pakistani","Pakistan"
"Palazzo Chigi","Italy"
"Palazzo Madama","Italy"
"Palencia","Spain"
"Palermo","Italy"
"Palermo","Italy"
"Palermo","Italy"
"Palermo","Italy"
"Palestina","Palestine"
"Palestinian","Palestine"
"Palestinians","Palestine"
"Palfinger","Austria"
"Palma","Spain"
"Palma","Spain"
"Palma","Spain"
"Palma","Spain"
"Palma de Mallorca","Spain"
"Palmers","Austria"
"Pamplona","Spain"
"Panamá","Panama"
"Panasonic","Japan"
"Pankl","Austria"
"Paolo Gentiloni","Italy"
"Paolo Scaroni","Italy"
"Parigi","France"
"Paris","France"
"Paris","France"
"Paris","France"
"Paris","France"
"Paris Ile-de-France","France"
"Pariser","France"
"Pariser","France"
"Parisian","France"
"Parisien","France"
"Parisiens","France"
"Parla","Spain"
"Parlamento Europeo","EU"
"Parlamento europeo","EU"
"Parlement allemand","Germany"
"Parlement britannique","UK"
"Parlement européen","EU"
"Parma","Italy"
"Partido Popular","Spain"
"Partito democratico","Italy"
"París","France"
"Pas-de-Calais","France"
"Passera","Italy"
"Patrick Devedjian","France"
"Patrick Drahi","France"
"Pau","France"
"Paul Achleitner","Germany"
"Pavia","Italy"
"Paypal","USA"
"Pays de la Loire","France"
"Pays-Bas","Netherlands"
"País Vasco","Spain"
"Países Bajos","Netherlands"
"Pci","Italy"
"Pd","Italy"
"Pdl","Italy"
"Pechiney","France"
"Pechino","China"
"Pedemontana","Italy"
"Pedro Solbes","Spain"
"Pedro Sánchez","Spain"
"Peer Steinbrueck","Germany"
"Peking","China"
"Peking","China"
"Pekings","China"
"Pekín","China"
"Pemex","Mexico"
"Penisola","Italy"
"Pennsylvania","USA"
"Pentagon","USA"
"Pentagon","USA"
"Pentagono","USA"
"PepsiCo","USA"
"Permira","UK"
"Permira","UK"
"Pernod Ricard","France"
"Peru","Peru"
"Perugia","Italy"
"Perù","Peru"
"Perú","Peru"
"Pescanova","Spain"
"Pescara","Italy"
"Peter Altmaier","Germany"
"Peter Loescher","Germany"
"Peter Ramsauer","Germany"
"Peter Struck","Germany"
"Petrikovics","Austria"
"Petrobras","Brazil"
"Petrom","Romania"
"Peugeot","France"
"Peugeot","France"
"Peugeot","France"
"Peugeot","France"
"Peugeot","France"
"Peugeot","France"
"Pfizer","USA"
"Pfizer","USA"
"Pfizer","USA"
"Pfizer","USA"
"Pfizer","USA"
"Pforzheim","Germany"
"Pforzheim","Germany"
"Philharmonique de Radio France","France"
"Philip","UK"
"Philip Hammond","UK"
"Philipp Roesler","Germany"
"Philippinen","Philippines"
"Philippines","Philippines"
"Philippines","Philippines"
"Philips","Netherlands"
"Philips","Netherlands"
"Philips","Netherlands"
"Philips","Netherlands"
"Phillips","Netherlands"
"Piacenza","Italy"
"Piaggio","Italy"
"Piazza Affari","Italy"
"Piazzetta Cuccia","Italy"
"Piemonte","Italy"
"Pier Carlo Padoan","Italy"
"Pier Ferdinando Casini","Italy"
"Pier Luigi Bersani","Italy"
"Pierer","Austria"
"Pierluigi Bersani","Italy"
"Piero Fassino","Italy"
"Pierre Gattaz","France"
"Pierre Mendès France","France"
"Pierre Moscovici","France"
"Pimco","USA"
"Pininfarina","Italy"
"Piombino","Italy"
"Pirelli","Italy"
"Pisa","Italy"
"Piëch","Germany"
"Plovdiv","Bulgaria"
"Pnrr","Italy"
"Podemos","Spain"
"Poitiers","France"
"Poland","Poland"
"Polen","Poland"
"Polen","Poland"
"Polens","Poland"
"Polens","Poland"
"Polish","Poland"
"Politecnico di Milano","Italy"
"Pologne","Poland"
"Polonia","Poland"
"Polonia","Poland"
"Polytec","Austria"
"Pomigliano","Italy"
"Pompei","Italy"
"Porr","Austria"
"Porsche","Germany"
"Porsche","Germany"
"Porsche","Germany"
"Porsche","Germany"
"Porsche","Germany"
"Porsche","Germany"
"Portogallo","Portugal"
"Portugal","Portugal"
"Portugal","Portugal"
"Portugal","Portugal"
"Portugal","Portugal"
"Portugal","Portugal"
"Portugal Telecom","Portugal"
"Portuguese","Portugal"
"Post","Austria"
"Postbank","Germany"
"Postbank","Germany"
"Poste","Italy"
"Poste Italiane","Italy"
"Poste Italiane","Italy"
"Potsdam","Germany"
"Potsdam","Germany"
"Pounds","UK"
"Poutine","Russia"
"Powell","USA"
"Powell","USA"
"Ppe","Italy"
"Prada","Italy"
"Prada","Italy"
"Prag","Czechia"
"Prag","Czechia"
"Praga","Czechia"
"Praga","Czechia"
"Prato","Italy"
"Premafin","Italy"
"Premier League","UK"
"Premier ministre britannique","UK"
"Premiership","UK"
"Première ministre britannique","UK"
"Prenzlauer Berg","Germany"
"Prenzlauer Berg","Germany"
"Presidenza del Consiglio","Italy"
"PricewaterhouseCoopers","UK"
"PricewaterhouseCoopers","UK"
"Prisa","Spain"
"Procter & Gamble","USA"
"Procter Gamble","USA"
"Procter Gamble","USA"
"Procura","Italy"
"Prodi","Italy"
"Profumo","Italy"
"Prokon","Germany"
"Prosegur","Spain"
"Province autonome di Trento","Italy"
"Prudential","USA"
"Prysmian","Italy"
"Pröll","Austria"
"Psa","France"
"Publicis","France"
"Puente de Vallecas","Spain"
"Puerto Rico","Puerto Rico"
"Puglia","Italy"
"Puma","Germany"
"Putin","Russia"
"Putin","Russia"
"Putin","Russia"
"Putin","Russia"
"Putin","Russia"
"Putins","Russia"
"PwC","UK"
"PwC","UK"
"PwC","UK"
"PwC","UK"
"PwC France","France"
"Pyongyang","North Korea"
"Pyongyang","North Korea"
"Pékin","China"
"Pérez","Spain"
"Pérou","Peru"
"Pôle emploi","France"
"Pühringer","Austria"
"Qantas","Australia"
"Qatar","Qatar"
"Qatar","Qatar"
"Qatar","Qatar"
"Qatar","Qatar"
"Qualcomm","USA"
"Qualcomm","USA"
"Queen","UK"
"Quirinale","Italy"
"RAG","Germany"
"RATP","France"
"RBC Capital Markets","Canada"
"RBI","Austria"
"RBS","UK"
"RBS","UK"
"RBS","UK"
"RBS","UK"
"RCB","Austria"
"REE","Spain"
"RFF","France"
"RHI","Austria"
"RI","Austria"
"RLB","Austria"
"RLB OÖ","Austria"
"ROMA","Italy"
"RSA","UK"
"RSC","Spain"
"RTE","France"
"RTVE","Spain"
"RWE","Germany"
"RWE","Germany"
"RWE","Germany"
"RWE","Germany"
"RZB","Austria"
"Radio France","France"
"Radio France Internationale","France"
"Radiocor","Italy"
"Rafael del Pino","Spain"
"Rafale","France"
"Raffaele Bonanni","Italy"
"Rai","Italy"
"Raiffeisen","Austria"
"Raiffeisen Bank International","Austria"
"Raiffeisen Centrobank","Austria"
"Raiffeisen International","Austria"
"Rainer Bruederle","Germany"
"Rajoy","Spain"
"Rasinger","Austria"
"Rato","Spain"
"Ravenna","Italy"
"Rbs","UK"
"Rcs","Italy"
"Real Madrid","Spain"
"Realia","Spain"
"Recklinghausen","Germany"
"Recklinghausen","Germany"
"Red Bull","Austria"
"Red Eléctrica","Spain"
"Refinitiv","USA"
"Regensburg","Germany"
"Regensburg","Germany"
"Reggio Calabria","Italy"
"Reggio Emilia","Italy"
"Regione Lazio","Italy"
"Regione Lombardia","Italy"
"Regno Unito","UK"
"Reims","France"
"Reinhold Mitterlehner","Austria"
"Reino Unido","UK"
"Reitzle","Germany"
"Reliance","India"
"Remscheid","Germany"
"Renato Brunetta","Italy"
"Renault","France"
"Renault","France"
"Renault","France"
"Renault","France"
"Renault","France"
"Renault","France"
"Renfe","Spain"
"Rennes","France"
"Renzi","Italy"
"René Obermann","Germany"
"Repraesentantenhaus","USA"
"Repsol","Spain"
"Repsol YPF","Spain"
"Repubblica Ceca","Czechia"
"Republican","USA"
"Republicans","USA"
"Republik Österreich","Austria"
"Republikanern","USA"
"República Checa","Czechia"
"República Dominicana","Dominican Republic"
"Reserva Federal","USA"
"Retiro","Spain"
"Reus","Spain"
"Reuters","UK"
"Reuters","UK"
"Reuters","UK"
"Reuters","UK"
"Reuters","UK"
"Reuters","UK"
"Reutlingen","Germany"
"Rewe","Germany"
"Rewe","Germany"
"Rfi","Italy"
"Rhein","Germany"
"Rheinland","Germany"
"Rheinland-Pfalz","Germany"
"Rheinmetall","Germany"
"Rhodia","France"
"Rhône","France"
"Rhône-Alpes","France"
"Riad","Saudi Arabia"
"Riad","Saudi Arabia"
"Rifondazione","Italy"
"Riga","Latvia"
"Riga","Latvia"
"Riga","Latvia"
"Riga","Latvia"
"Rimini","Italy"
"Rio Tinto","UK"
"Rio Tinto","UK"
"Rio Tinto","UK"
"Rio Tinto","UK"
"Riofisa","Spain"
"Rishi Sunak","UK"
"Riyadh","Saudi Arabia"
"Robert Habeck","Germany"
"Roberto Calderoli","Italy"
"Roberto Castelli","Italy"
"Roberto Formigoni","Italy"
"Roberto Maroni","Italy"
"Roche","Switzerland"
"Roche","Switzerland"
"Roche","Switzerland"
"Roche","Switzerland"
"Rodrigo Rato","Spain"
"Roesler","Germany"
"Roissy","France"
"Roland Berger","Germany"
"Roland Koch","Germany"
"Rolls-Royce","UK"
"Rolls-Royce","UK"
"Rom","Italy"
"Rom","Italy"
"Roma","Italy"
"Roma","Italy"
"Romania","Romania"
"Romania","Romania"
"Romanian","Romania"
"Romano Prodi","Italy"
"Rome","Italy"
"Rome","Italy"
"Romney","USA"
"Romney","USA"
"Rosenbauer","Austria"
"Rosneft","Russia"
"Rosneft","Russia"
"Rosneft","Russia"
"Rossi","Italy"
"Rostock","Germany"
"Rot-Gruen","Germany"
"Rotterdam","Netherlands"
"Rotterdam","Netherlands"
"Rotterdam","Netherlands"
"Rotterdam","Netherlands"
"Rouen","France"
"Roumanie","Romania"
"Royal Bank of Scotland","UK"
"Royal Bank of Scotland","UK"
"Royal Bank of Scotland","UK"
"Royal Bank of Scotland","UK"
"Royal Bank of Scotland","UK"
"Royal Dutch Shell","UK"
"Royal Mail","UK"
"Royaume-Uni","UK"
"Rudolf Hundstorfer","Austria"
"Ruesselsheim","Germany"
"Ruettgers","Germany"
"Ruhr","Germany"
"Ruhrgas","Germany"
"Ruhrgebiet","Germany"
"Rumaenien","Romania"
"Rumanía","Romania"
"Rumänen","Romania"
"Rumänien","Romania"
"Rumäniens","Romania"
"Rupert Murdoch","USA"
"Rupert Murdoch","USA"
"Rusia","Russia"
"Russen","Russia"
"Russen","Russia"
"Russes","Russia"
"Russia","Russia"
"Russia","Russia"
"Russian","Russia"
"Russians","Russia"
"Russie","Russia"
"Russland","Russia"
"Russland","Russia"
"Russlands","Russia"
"Russlands","Russia"
"Rutelli","Italy"
"Ruth Berschens","Germany"
"Rwanda","Rwanda"
"Ryanair","Ireland"
"Ryanair","Ireland"
"Ryanair","Ireland"
"Ryanair","Ireland"
"Ryanair","Ireland"
"Ryanair","Ireland"
"Région Ile-de-France","France"
"Régions de France","France"
"République tchèque","Czechia"
"Réseau Ferré de France","France"
"Réserve fédérale","USA"
"Réserve fédérale américaine","USA"
"S & P","USA"
"S P","USA"
"S&P","USA"
"S&P","USA"
"S&P","USA"
"S&P","USA"
"S&T","Austria"
"SABMiller","UK"
"SAP","Germany"
"SAP","Germany"
"SAP","Germany"
"SAP","Germany"
"SBO","Austria"
"SCOR","France"
"SDax","Germany"
"SEC","USA"
"SEC","USA"
"SEC","USA"
"SEC","USA"
"SEPI","Spain"
"SEZ","Switzerland"
"SFO","UK"
"SNB","Switzerland"
"SNB","Switzerland"
"SNB","Switzerland"
"SNCF","France"
"SNCM","France"
"SNP","UK"
"SNPL Air France","France"
"SPD","Germany"
"SPD","Germany"
"SPD","Germany"
"SPD","Germany"
"SPD-Bundestagsfraktion","Germany"
"SPD-Chef","Germany"
"SPD-Fraktion","Germany"
"SPD-Politiker","Germany"
"SPÖ","Austria"
"SSII","France"
"STMicroelectronics","Switzerland"
"SVA","Austria"
"Saab","Sweden"
"Saarbrücken","Germany"
"Saarland","Germany"
"Sabadell","Spain"
"Sacconi","Italy"
"Sace","Italy"
"Sachsen","Germany"
"Sachsen-Anhalt","Germany"
"Sacyr","Spain"
"Sacyr Vallehermoso","Spain"
"Saddam","Western Asia"
"Saddam Hussein","Iraq"
"Saddam Hussein","Iraq"
"Saddam Hussein","Iraq"
"Saddam Hussein","Iraq"
"Safeway","USA"
"Safran","France"
"Sainsbury","UK"
"Saint-Etienne","France"
"Saint-Gobain","France"
"Saint-Gobain Distribution Bâtiment France","France"
"Saint-Nazaire","France"
"Saint-Pétersbourg","Russia"
"Saipem","Italy"
"Salamanca","Spain"
"Salerno","Italy"
"Salini","Italy"
"Salonicco","Greece"
"Salvini","Italy"
"Salzburg","Austria"
"Salzburg","Austria"
"Salzburg AG","Austria"
"Salzburger","Austria"
"Salzburgs","Austria"
"Salzgitter","Germany"
"Salzgitter","Germany"
"Samsung","South Korea"
"Samsung","South Korea"
"Samsung","South Korea"
"Samsung","South Korea"
"Samsung","South Korea"
"Samsung","South Korea"
"San Francisco","USA"
"San Francisco","USA"
"San Francisco","USA"
"San Francisco","USA"
"San Francisco","USA"
"San Paolo","Brazil"
"San Pietroburgo","Russia"
"Sanochemia","Austria"
"Sanofi","France"
"Sanofi","France"
"Sanofi","France"
"Sanofi-Aventis","France"
"Sant Andreu","Spain"
"Sant Martí","Spain"
"Santa Coloma de Gramenet","Spain"
"Santa Cruz de Tenerife","Spain"
"Santander","Spain"
"Santander","Spain"
"Santander","Spain"
"Santander","Spain"
"Santander","Spain"
"Santé publique France","France"
"Saragozza","Spain"
"Sardegna","Italy"
"Sareb","Spain"
"Sarkozy","France"
"Sarkozy","France"
"Sarkozy","France"
"Sarkozy","France"
"Sarkozy","France"
"Sarrià-Sant Gervasi","Spain"
"Saudi","Saudi Arabia"
"Saudi Arabia","Saudi Arabia"
"Saudi-Arabien","Saudi Arabia"
"Saudi-Arabien","Saudi Arabia"
"Saudis","Saudi Arabia"
"Savills","UK"
"Savona","Italy"
"Sberbank","Russia"
"Sberbank","Russia"
"Scajola","Italy"
"Scala","Italy"
"Scandinavian","Northern Europe"
"Scania","Sweden"
"Sceaux","France"
"Schaefer","Germany"
"Schaeffler","Germany"
"Schaeuble","Germany"
"Schaeubles","Germany"
"Schalke","Germany"
"Schanghai","China"
"Scharinger","Austria"
"Scharon","Israel"
"Schelling","Austria"
"Schenker","Germany"
"Schering","Germany"
"Schladming","Austria"
"Schlecker","Germany"
"Schlecker","Germany"
"Schleswig-Holstein","Germany"
"Schlumberger","France"
"Schmidt","Germany"
"Schneider","Germany"
"Schneider","France"
"Schneider Electric","France"
"Scholz","Germany"
"Schottland","UK"
"Schroders","UK"
"Schroeder","Germany"
"Schroeders","Germany"
"Schulz","Germany"
"Schumacher","Germany"
"Schwaben","Germany"
"Schwarzen Meer","Eastern Europe"
"Schwaz","Austria"
"Schwechat","Austria"
"Schweden","Sweden"
"Schweden","Sweden"
"Schweiz","Switzerland"
"Schweiz","Switzerland"
"Schweizer Grossbank","Switzerland"
"Schwellenlaendern","World"
"Sciences po","France"
"Scotland","UK"
"Scots","UK"
"Scottish","UK"
"Scozia","UK"
"Seat","Spain"
"Seattle","USA"
"Seattle","USA"
"Seehofer","Germany"
"Seine","France"
"Seine-Saint-Denis","France"
"Seine-et-Marne","France"
"Sel","Italy"
"Semperit","Austria"
"Senate","USA"
"Sener","Spain"
"Seoul","South Korea"
"Seoul","South Korea"
"Sepla","Spain"
"Serbia","Serbia"
"Serbia","Serbia"
"Serbien","Serbia"
"Serbien","Serbia"
"Serbiens","Serbia"
"Serco","UK"
"Sergio Marchionne","Italy"
"Sergio Mattarella","Italy"
"Serie A","Italy"
"Seul","South Korea"
"Sevilla","Spain"
"Sevilla","Spain"
"Sevilla","Spain"
"Sezioni unite","Italy"
"Sgr","Italy"
"Shakespeare","UK"
"Shanghai","China"
"Shanghai","China"
"Shanghai","China"
"Shanghai","China"
"Sharp","Japan"
"Sharp","Japan"
"Sheffield","UK"
"Shell","UK"
"Shell","UK"
"Shell","UK"
"Shell","UK"
"Shell","UK"
"Shenzhen","China"
"Shenzhen","China"
"Shenzhen","China"
"Shinzo Abe","Japan"
"Sicilia","Italy"
"Siegen","Germany"
"Siemens","Germany"
"Siemens","Germany"
"Siemens","Germany"
"Siemens","Germany"
"Siemens","Germany"
"Siemens","Germany"
"Siemens Energy","Germany"
"Siemens Gamesa","Spain"
"Siemens Österreich","Austria"
"Siena","Italy"
"Sigmar Gabriel","Germany"
"Silicon Valley","USA"
"Silicon Valley","USA"
"Silicon Valley","USA"
"Silicon Valley","USA"
"Silicon Valley","USA"
"Silicon Valley","USA"
"Silvio Berlusconi","Italy"
"Silvio Berlusconi","Italy"
"Silvio Berlusconi","Italy"
"Silvio Berlusconi","Italy"
"Silvio Berlusconi","Italy"
"Silvio Berlusconi","Italy"
"Simbabwe","Zimbabwe"
"Simest","Italy"
"Singapore","Singapore"
"Singapore","Singapore"
"Singapour","Singapore"
"Singapur","Singapore"
"Singapur","Singapore"
"Singapur","Singapore"
"Singh","India"
"Siniscalco","Italy"
"Sinn Fein","Ireland"
"Sipp","UK"
"Siracusa","Italy"
"Siria","Syria"
"Sismi","Italy"
"Siviglia","Spain"
"Sixt","Germany"
"Skoda","Sweden"
"Sky Italia","Italy"
"Skype","USA"
"Slovacchia","Slovakia"
"Slovakia","Slovakia"
"Slovaquie","Slovakia"
"Slovenia","Slovenia"
"Slovenia","Slovenia"
"Slovénie","Slovenia"
"Slowakei","Slovakia"
"Slowakei","Slovakia"
"Slowenien","Slovenia"
"Slowenien","Slovenia"
"Sloweniens","Slovenia"
"Snam","Italy"
"Snecma","France"
